Parameter S1 S1_conf ST ST_conf
k97 k309 0.001013 0.002022
k97 k310 0.001013 0.002022
k97 k311 0.001013 0.002022
k97 k312 0.001013 0.002021
k97 k313 0.001013 0.002022
k97 k314 0.001013 0.002022
k97 k315 0.001013 0.002022
k97 k316 0.001013 0.002022
k97 k317 0.001013 0.002022
k97 k318 0.001015 0.002026
k97 k319 0.001013 0.002022
k97 k320 0.001013 0.002022
k97 k321 0.001013 0.002022
k97 k322 0.001013 0.002022
k97 k323 0.001013 0.002022
k97 k324 0.001013 0.002022
k97 k325 0.001013 0.002022
k97 k326 0.001013 0.002022
k97 k327 0.001013 0.002022
k97 k328 0.001013 0.002022
k97 k329 0.001013 0.002022
k97 k330 0.001013 0.002022
k97 k331 0.001013 0.002022
k97 k332 0.001013 0.002022
k97 k333 0.001011 0.002018
k97 k334 0.001013 0.002022
k97 k335 0.001013 0.002022
k97 k336 0.001013 0.002022
k97 k337 0.001013 0.002022
k97 k338 0.001013 0.002022
k97 k339 0.001013 0.002022
k97 k340 0.001013 0.002022
k97 k341 0.001013 0.002022
k97 k342 0.001013 0.002022
k97 k343 0.001013 0.002022
k97 k344 0.001013 0.002022
k97 k345 0.001013 0.002022
k97 k346 0.001013 0.002022
k97 k347 0.001013 0.002022
k97 k348 0.001013 0.002022
k97 k349 0.001013 0.002022
k97 k350 0.001013 0.002022
k97 k351 0.001013 0.002022
k97 k352 0.001013 0.002022
k97 k353 0.001013 0.002022
k97 k354 0.001013 0.002022
k97 k355 0.001013 0.002022
k97 k356 0.001013 0.002022
k97 k357 0.001013 0.002022
k97 k358 0.001013 0.002022
k97 k359 0.001013 0.002022
k97 k360 0.001014 0.002022
k97 k361 0.001013 0.002022
k97 k362 0.001013 0.002022
k97 k363 0.001013 0.002022
k97 k364 0.001013 0.002022
k97 k365 0.001013 0.002022
k97 k366 0.001013 0.002022
k97 k367 0.001013 0.002022
k97 k368 0.001013 0.002022
k97 k369 0.001013 0.002022
k97 k370 0.001013 0.002022
k97 k371 0.001013 0.002022
k97 k372 0.001013 0.002022
k97 k373 0.001013 0.002022
k97 k374 0.001013 0.002022
k97 k375 0.001013 0.002022
k97 k376 0.001013 0.002022
k97 k377 0.001013 0.002022
k97 k378 0.001013 0.002022
k97 k379 0.001013 0.002022
k97 k380 0.001013 0.002022
k97 k381 0.001013 0.002022
k97 k382 0.001013 0.002022
k97 k383 0.001013 0.002022
k97 k384 0.001013 0.002022
k97 k385 0.001013 0.002022
k97 k386 0.001013 0.002022
k97 k387 0.001013 0.002022
k97 k388 0.001013 0.002022
k97 k389 0.001013 0.002022
k97 k390 0.001013 0.002022
k97 k391 0.001013 0.002022
k97 k392 0.001013 0.002022
k97 k393 0.001013 0.002022
k97 k394 0.001013 0.002022
k97 k395 0.001013 0.002022
k97 k396 0.001013 0.002020
k97 k397 0.001013 0.002022
k97 k398 0.001013 0.002022
k97 k399 0.001013 0.002022
k97 k400 0.001013 0.002022
k97 k401 0.001013 0.002022
k97 k402 0.001013 0.002021
k97 k403 0.001013 0.002021
k97 k404 0.001013 0.002022
k97 k405 0.001013 0.002022
k98 k99 0.001014 0.002021
k98 k100 0.001014 0.002021
k98 k101 0.001014 0.002021
k98 k102 0.001014 0.002021
k98 k103 0.001014 0.002021
k98 k104 0.001025 0.002043
k98 k105 0.000991 0.001976
k98 k106 0.001021 0.002036
k98 k107 0.001014 0.002021
k98 k108 0.001015 0.002024
k98 k109 0.001023 0.002040
k98 k110 0.001014 0.002021
k98 k111 0.001014 0.002021
k98 k112 0.001014 0.002021
k98 k113 0.001014 0.002021
k98 k114 0.001014 0.002021
k98 k115 0.001016 0.002025
k98 k116 0.001014 0.002021
k98 k117 0.001014 0.002021
k98 k118 0.001007 0.002007
k98 k119 0.001004 0.002001
k98 k120 0.001014 0.002021
k98 k121 0.001014 0.002021
k98 k122 0.001014 0.002021
k98 k123 0.001014 0.002021
k98 k124 0.001014 0.002021
k98 k125 0.001014 0.002021
k98 k126 0.001014 0.002021
k98 k127 0.001014 0.002021
k98 k128 0.001014 0.002021
k98 k129 0.001014 0.002021
k98 k130 0.001014 0.002021
k98 k131 0.001014 0.002021
k98 k132 0.001014 0.002021
k98 k133 0.001014 0.002021
k98 k134 0.001014 0.002021
k98 k135 0.001014 0.002021
k98 k136 0.001014 0.002021
k98 k137 0.001014 0.002021
k98 k138 0.001014 0.002022
k98 k139 0.001023 0.002040
k98 k140 0.001023 0.002039
k98 k141 0.001014 0.002021
k98 k142 0.001014 0.002021
k98 k143 0.001014 0.002021
k98 k144 0.001014 0.002021
k98 k145 0.001014 0.002021
k98 k146 0.001014 0.002021
k98 k147 0.001014 0.002021
k98 k148 0.001014 0.002021
k98 k149 0.001014 0.002021
k98 k150 0.001018 0.002030
k98 k151 0.001014 0.002021
k98 k152 0.001014 0.002021
k98 k153 0.001014 0.002021
k98 k154 0.001014 0.002021
k98 k155 0.001014 0.002021
k98 k156 0.001014 0.002021
k98 k157 0.001014 0.002021
k98 k158 0.001014 0.002021
k98 k159 0.001014 0.002021
k98 k160 0.001015 0.002023
k98 k161 0.001014 0.002022
k98 k162 0.001014 0.002021
k98 k163 0.001014 0.002021
k98 k164 0.001014 0.002021
k98 k165 0.001014 0.002021
k98 k166 0.001014 0.002021
k98 k167 0.001014 0.002021
k98 k168 0.001014 0.002021
k98 k169 0.001014 0.002021
k98 k170 0.001014 0.002021
k98 k171 0.001015 0.002023
k98 k172 0.001014 0.002021
k98 k173 0.001014 0.002021
k98 k174 0.001014 0.002021
k98 k175 0.001014 0.002021
k98 k176 0.001014 0.002021
k98 k177 0.001014 0.002021
k98 k178 0.001013 0.002020
k98 k179 0.001017 0.002027
k98 k180 0.001014 0.002021
k98 k181 0.000974 0.001943
k98 k182 0.001014 0.002021
k98 k183 0.001014 0.002021
k98 k184 0.001014 0.002021
k98 k185 0.001014 0.002021
k98 k186 0.001014 0.002022
k98 k187 0.001014 0.002021
k98 k188 0.001014 0.002021
k98 k189 0.001014 0.002021
k98 k190 0.001014 0.002021
k98 k191 0.001012 0.002018
k98 k192 0.001020 0.002033
k98 k193 0.001024 0.002041
k98 k194 0.001014 0.002021
k98 k195 0.001014 0.002021
k98 k196 0.001014 0.002021
k98 k197 0.001014 0.002021
k98 k198 0.001014 0.002021
k98 k199 0.001014 0.002022
k98 k200 0.001014 0.002021
k98 k201 0.001014 0.002021
k98 k202 0.001014 0.002021
k98 k203 0.000971 0.001936
k98 k204 0.001014 0.002022
k98 k205 0.001014 0.002022
k98 k206 0.001014 0.002021
k98 k207 0.001015 0.002023
k98 k208 0.001014 0.002022
k98 k209 0.001014 0.002021
k98 k210 0.001014 0.002021
k98 k211 0.001014 0.002021
k98 k212 0.001011 0.002015
k98 k213 0.001020 0.002034
k98 k214 0.001013 0.002020
k98 k215 0.001014 0.002021
k98 k216 0.001014 0.002021
k98 k217 0.001014 0.002021
k98 k218 0.001014 0.002021
k98 k219 0.001014 0.002021
k98 k220 0.001014 0.002021
k98 k221 0.001014 0.002021
k98 k222 0.001014 0.002021
k98 k223 0.001018 0.002029
k98 k224 0.001014 0.002021
k98 k225 0.001014 0.002021
k98 k226 0.001014 0.002021
k98 k227 0.001014 0.002021
k98 k228 0.001014 0.002021
k98 k229 0.001014 0.002021
k98 k230 0.001014 0.002021
k98 k231 0.001014 0.002021
k98 k232 0.001014 0.002021
k98 k233 0.001014 0.002021
k98 k234 0.001015 0.002024
k98 k235 0.001014 0.002022
k98 k236 0.001014 0.002021
k98 k237 0.001014 0.002021
k98 k238 0.001014 0.002021
k98 k239 0.001014 0.002021
k98 k240 0.001014 0.002021
k98 k241 0.001014 0.002021
k98 k242 0.001014 0.002021
k98 k243 0.001014 0.002021
k98 k244 0.001014 0.002021
k98 k245 0.001014 0.002021
k98 k246 0.001014 0.002021
k98 k247 0.001014 0.002021
k98 k248 0.001014 0.002021
k98 k249 0.001014 0.002021
k98 k250 0.001014 0.002021
k98 k251 0.001014 0.002021
k98 k252 0.001014 0.002021
k98 k253 0.001014 0.002021
k98 k254 0.001014 0.002021
k98 k255 0.001014 0.002021
k98 k256 0.001014 0.002021
k98 k257 0.001014 0.002021
k98 k258 0.001014 0.002021
k98 k259 0.001014 0.002021
k98 k260 0.001014 0.002021
k98 k261 0.001014 0.002021
k98 k262 0.001014 0.002021
k98 k263 0.001014 0.002021
k98 k264 0.001014 0.002021
k98 k265 0.001017 0.002027
k98 k266 0.001014 0.002021
k98 k267 0.001014 0.002022
k98 k268 0.001014 0.002021
k98 k269 0.001014 0.002021
k98 k270 0.001014 0.002021
k98 k271 0.001014 0.002021
k98 k272 0.001014 0.002021
k98 k273 0.001014 0.002021
k98 k274 0.001014 0.002021
k98 k275 0.001014 0.002022
k98 k276 0.001005 0.002004
k98 k277 0.001014 0.002021
k98 k278 0.001014 0.002021
k98 k279 0.001014 0.002021
k98 k280 0.001014 0.002021
k98 k281 0.001014 0.002021
k98 k282 0.001014 0.002021
k98 k283 0.001014 0.002021
k98 k284 0.001014 0.002021
k98 k285 0.001014 0.002021
k98 k286 0.001014 0.002021
k98 k287 0.001014 0.002021
k98 k288 0.001003 0.001999
k98 k289 0.001014 0.002021
k98 k290 0.001014 0.002022
k98 k291 0.001059 0.002112
k98 k292 0.001014 0.002021
k98 k293 0.001014 0.002021
k98 k294 0.001014 0.002022
k98 k295 0.001014 0.002022
k98 k296 0.001014 0.002021
k98 k297 0.001018 0.002029
k98 k298 0.001085 0.002164
k98 k299 0.001014 0.002021
k98 k300 0.001014 0.002021
k98 k301 0.001014 0.002021
k98 k302 0.001014 0.002021
k98 k303 0.001014 0.002021
k98 k304 0.001014 0.002021
k98 k305 0.001014 0.002021
k98 k306 0.001014 0.002021
k98 k307 0.001014 0.002021
k98 k308 0.001014 0.002021
k98 k309 0.001014 0.002021
k98 k310 0.001014 0.002021
k98 k311 0.001014 0.002021
k98 k312 0.001013 0.002020
k98 k313 0.001014 0.002021
k98 k314 0.001014 0.002021
k98 k315 0.001014 0.002021
k98 k316 0.001014 0.002021
k98 k317 0.001014 0.002021
k98 k318 0.001016 0.002025
k98 k319 0.001014 0.002021
k98 k320 0.001014 0.002021
k98 k321 0.001014 0.002021
k98 k322 0.001014 0.002021
k98 k323 0.001014 0.002021
k98 k324 0.001014 0.002021
k98 k325 0.001014 0.002021
k98 k326 0.001014 0.002021
k98 k327 0.001014 0.002021
k98 k328 0.001014 0.002021
k98 k329 0.001014 0.002021
k98 k330 0.001014 0.002021
k98 k331 0.001014 0.002021
k98 k332 0.001014 0.002021
k98 k333 0.001012 0.002018
k98 k334 0.001014 0.002021
k98 k335 0.001014 0.002021
k98 k336 0.001014 0.002021
k98 k337 0.001014 0.002021
k98 k338 0.001014 0.002021
k98 k339 0.001014 0.002021
k98 k340 0.001014 0.002022
k98 k341 0.001014 0.002021
k98 k342 0.001014 0.002021
k98 k343 0.001014 0.002021
k98 k344 0.001014 0.002021
k98 k345 0.001014 0.002021
k98 k346 0.001014 0.002021
k98 k347 0.001014 0.002021
k98 k348 0.001014 0.002021
k98 k349 0.001014 0.002021
k98 k350 0.001014 0.002021
k98 k351 0.001014 0.002021
k98 k352 0.001014 0.002021
k98 k353 0.001014 0.002021
k98 k354 0.001014 0.002021
k98 k355 0.001014 0.002021
k98 k356 0.001014 0.002021
k98 k357 0.001014 0.002021
k98 k358 0.001014 0.002021
k98 k359 0.001014 0.002021
k98 k360 0.001014 0.002022
k98 k361 0.001014 0.002021
k98 k362 0.001014 0.002021
k98 k363 0.001014 0.002021
k98 k364 0.001014 0.002021
k98 k365 0.001014 0.002021
k98 k366 0.001014 0.002021
k98 k367 0.001014 0.002021
k98 k368 0.001014 0.002021
k98 k369 0.001014 0.002021
k98 k370 0.001014 0.002021
k98 k371 0.001014 0.002021
k98 k372 0.001014 0.002021
k98 k373 0.001014 0.002021
k98 k374 0.001014 0.002021
k98 k375 0.001014 0.002021
k98 k376 0.001014 0.002021
k98 k377 0.001014 0.002021
k98 k378 0.001014 0.002021
k98 k379 0.001014 0.002021
k98 k380 0.001014 0.002021
k98 k381 0.001014 0.002021
k98 k382 0.001014 0.002021
k98 k383 0.001014 0.002021
k98 k384 0.001014 0.002021
k98 k385 0.001014 0.002021
k98 k386 0.001014 0.002021
k98 k387 0.001014 0.002021
k98 k388 0.001014 0.002021
k98 k389 0.001014 0.002021
k98 k390 0.001014 0.002021
k98 k391 0.001014 0.002021
k98 k392 0.001014 0.002021
k98 k393 0.001014 0.002021
k98 k394 0.001014 0.002021
k98 k395 0.001014 0.002021
k98 k396 0.001013 0.002020
k98 k397 0.001014 0.002021
k98 k398 0.001014 0.002021
k98 k399 0.001014 0.002021
k98 k400 0.001014 0.002021
k98 k401 0.001014 0.002021
k98 k402 0.001014 0.002021
k98 k403 0.001014 0.002021
k98 k404 0.001014 0.002021
k98 k405 0.001014 0.002021
k99 k100 0.001014 0.002021
k99 k101 0.001014 0.002021
k99 k102 0.001014 0.002021
k99 k103 0.001014 0.002021
k99 k104 0.001025 0.002043
k99 k105 0.000991 0.001976
k99 k106 0.001022 0.002036
k99 k107 0.001014 0.002021
k99 k108 0.001016 0.002024
k99 k109 0.001023 0.002040
k99 k110 0.001014 0.002021
k99 k111 0.001014 0.002021
k99 k112 0.001014 0.002021
k99 k113 0.001014 0.002021
k99 k114 0.001014 0.002021
k99 k115 0.001016 0.002025
k99 k116 0.001014 0.002021
k99 k117 0.001014 0.002021
k99 k118 0.001007 0.002007
k99 k119 0.001004 0.002001
k99 k120 0.001014 0.002021
k99 k121 0.001014 0.002021
k99 k122 0.001014 0.002021
k99 k123 0.001014 0.002021
k99 k124 0.001014 0.002021
k99 k125 0.001014 0.002021
k99 k126 0.001014 0.002021
k99 k127 0.001014 0.002021
k99 k128 0.001014 0.002021
k99 k129 0.001014 0.002021
k99 k130 0.001014 0.002021
k99 k131 0.001014 0.002021
k99 k132 0.001014 0.002021
k99 k133 0.001014 0.002021
k99 k134 0.001014 0.002021
k99 k135 0.001014 0.002021
k99 k136 0.001014 0.002021
k99 k137 0.001014 0.002021
k99 k138 0.001014 0.002022
k99 k139 0.001023 0.002040
k99 k140 0.001023 0.002039
k99 k141 0.001014 0.002021
k99 k142 0.001014 0.002021
k99 k143 0.001014 0.002021
k99 k144 0.001014 0.002021
k99 k145 0.001014 0.002021
k99 k146 0.001014 0.002021
k99 k147 0.001014 0.002021
k99 k148 0.001014 0.002021
k99 k149 0.001014 0.002021
k99 k150 0.001018 0.002029
k99 k151 0.001014 0.002021
k99 k152 0.001014 0.002021
k99 k153 0.001014 0.002021
k99 k154 0.001014 0.002021
k99 k155 0.001014 0.002021
k99 k156 0.001014 0.002021
k99 k157 0.001014 0.002021
k99 k158 0.001014 0.002021
k99 k159 0.001014 0.002021
k99 k160 0.001015 0.002023
k99 k161 0.001014 0.002021
k99 k162 0.001014 0.002021
k99 k163 0.001014 0.002021
k99 k164 0.001014 0.002021
k99 k165 0.001014 0.002021
k99 k166 0.001014 0.002021
k99 k167 0.001014 0.002021
k99 k168 0.001014 0.002021
k99 k169 0.001014 0.002021
k99 k170 0.001014 0.002021
k99 k171 0.001015 0.002023
k99 k172 0.001014 0.002021
k99 k173 0.001014 0.002021
k99 k174 0.001014 0.002021
k99 k175 0.001014 0.002021
k99 k176 0.001014 0.002021
k99 k177 0.001014 0.002021
k99 k178 0.001013 0.002020
k99 k179 0.001017 0.002027
k99 k180 0.001014 0.002021
k99 k181 0.000975 0.001943
k99 k182 0.001014 0.002021
k99 k183 0.001014 0.002021
k99 k184 0.001014 0.002021
k99 k185 0.001014 0.002021
k99 k186 0.001014 0.002022
k99 k187 0.001014 0.002021
k99 k188 0.001014 0.002021
k99 k189 0.001014 0.002021
k99 k190 0.001014 0.002021
k99 k191 0.001012 0.002018
k99 k192 0.001020 0.002033
k99 k193 0.001024 0.002041
k99 k194 0.001014 0.002021
k99 k195 0.001014 0.002021
k99 k196 0.001014 0.002021
k99 k197 0.001014 0.002021
k99 k198 0.001014 0.002021
k99 k199 0.001015 0.002022
k99 k200 0.001014 0.002021
k99 k201 0.001014 0.002021
k99 k202 0.001014 0.002021
k99 k203 0.000971 0.001936
k99 k204 0.001015 0.002022
k99 k205 0.001014 0.002021
k99 k206 0.001014 0.002021
k99 k207 0.001015 0.002023
k99 k208 0.001014 0.002022
k99 k209 0.001014 0.002021
k99 k210 0.001014 0.002021
k99 k211 0.001014 0.002021
k99 k212 0.001011 0.002015
k99 k213 0.001021 0.002034
k99 k214 0.001014 0.002020
k99 k215 0.001014 0.002021
k99 k216 0.001014 0.002021
k99 k217 0.001014 0.002021
k99 k218 0.001014 0.002021
k99 k219 0.001014 0.002021
k99 k220 0.001014 0.002021
k99 k221 0.001014 0.002021
k99 k222 0.001014 0.002021
k99 k223 0.001018 0.002029
k99 k224 0.001014 0.002021
k99 k225 0.001014 0.002021
k99 k226 0.001014 0.002021
k99 k227 0.001014 0.002021
k99 k228 0.001014 0.002021
k99 k229 0.001014 0.002021
k99 k230 0.001014 0.002021
k99 k231 0.001014 0.002021
k99 k232 0.001014 0.002021
k99 k233 0.001014 0.002021
k99 k234 0.001016 0.002024
k99 k235 0.001014 0.002022
k99 k236 0.001014 0.002021
k99 k237 0.001014 0.002021
k99 k238 0.001014 0.002021
k99 k239 0.001014 0.002021
k99 k240 0.001014 0.002021
k99 k241 0.001014 0.002021
k99 k242 0.001014 0.002021
k99 k243 0.001014 0.002021
k99 k244 0.001014 0.002021
k99 k245 0.001014 0.002021
k99 k246 0.001014 0.002021
k99 k247 0.001014 0.002021
k99 k248 0.001014 0.002021
k99 k249 0.001014 0.002021
k99 k250 0.001014 0.002021
k99 k251 0.001014 0.002021
k99 k252 0.001014 0.002021
k99 k253 0.001014 0.002021
k99 k254 0.001014 0.002021
k99 k255 0.001014 0.002021
k99 k256 0.001014 0.002021
k99 k257 0.001014 0.002021
k99 k258 0.001014 0.002021
k99 k259 0.001014 0.002021
k99 k260 0.001014 0.002021
k99 k261 0.001014 0.002021
k99 k262 0.001014 0.002021
k99 k263 0.001014 0.002021
k99 k264 0.001014 0.002021
k99 k265 0.001017 0.002027
k99 k266 0.001014 0.002021
k99 k267 0.001014 0.002022
k99 k268 0.001014 0.002021
k99 k269 0.001014 0.002021
k99 k270 0.001014 0.002021
k99 k271 0.001014 0.002021
k99 k272 0.001014 0.002021
k99 k273 0.001014 0.002021
k99 k274 0.001014 0.002021
k99 k275 0.001015 0.002022
k99 k276 0.001005 0.002004
k99 k277 0.001014 0.002021
k99 k278 0.001014 0.002021
k99 k279 0.001014 0.002021
k99 k280 0.001014 0.002021
k99 k281 0.001014 0.002021
k99 k282 0.001014 0.002021
k99 k283 0.001014 0.002021
k99 k284 0.001014 0.002021
k99 k285 0.001014 0.002021
k99 k286 0.001014 0.002021
k99 k287 0.001014 0.002021
k99 k288 0.001003 0.001999
k99 k289 0.001014 0.002021
k99 k290 0.001014 0.002022
k99 k291 0.001060 0.002112
k99 k292 0.001014 0.002021
k99 k293 0.001014 0.002021
k99 k294 0.001014 0.002021
k99 k295 0.001014 0.002022
k99 k296 0.001014 0.002021
k99 k297 0.001018 0.002029
k99 k298 0.001086 0.002164
k99 k299 0.001014 0.002021
k99 k300 0.001014 0.002021
k99 k301 0.001014 0.002021
k99 k302 0.001014 0.002021
k99 k303 0.001014 0.002021
k99 k304 0.001014 0.002021
k99 k305 0.001014 0.002021
k99 k306 0.001014 0.002021
k99 k307 0.001014 0.002021
k99 k308 0.001014 0.002021
k99 k309 0.001014 0.002021
k99 k310 0.001014 0.002021
k99 k311 0.001014 0.002021
k99 k312 0.001014 0.002020
k99 k313 0.001014 0.002021
k99 k314 0.001014 0.002021
k99 k315 0.001014 0.002021
k99 k316 0.001014 0.002021
k99 k317 0.001014 0.002021
k99 k318 0.001016 0.002025
k99 k319 0.001014 0.002021
k99 k320 0.001014 0.002021
k99 k321 0.001014 0.002021
k99 k322 0.001014 0.002021
k99 k323 0.001014 0.002021
k99 k324 0.001014 0.002021
k99 k325 0.001014 0.002021
k99 k326 0.001014 0.002021
k99 k327 0.001014 0.002021
k99 k328 0.001014 0.002021
k99 k329 0.001014 0.002021
k99 k330 0.001014 0.002021
k99 k331 0.001014 0.002021
k99 k332 0.001014 0.002021
k99 k333 0.001012 0.002018
k99 k334 0.001014 0.002021
k99 k335 0.001014 0.002021
k99 k336 0.001014 0.002021
k99 k337 0.001014 0.002021
k99 k338 0.001014 0.002021
k99 k339 0.001014 0.002021
k99 k340 0.001014 0.002022
k99 k341 0.001014 0.002021
k99 k342 0.001014 0.002021
k99 k343 0.001014 0.002021
k99 k344 0.001014 0.002021
k99 k345 0.001014 0.002021
k99 k346 0.001014 0.002021
k99 k347 0.001014 0.002021
k99 k348 0.001014 0.002021
k99 k349 0.001014 0.002021
k99 k350 0.001014 0.002021
k99 k351 0.001014 0.002021
k99 k352 0.001014 0.002021
k99 k353 0.001014 0.002021
k99 k354 0.001014 0.002021
k99 k355 0.001014 0.002021
k99 k356 0.001014 0.002021
k99 k357 0.001014 0.002021
k99 k358 0.001014 0.002021
k99 k359 0.001014 0.002021
k99 k360 0.001015 0.002022
k99 k361 0.001014 0.002021
k99 k362 0.001014 0.002021
k99 k363 0.001014 0.002021
k99 k364 0.001014 0.002021
k99 k365 0.001014 0.002021
k99 k366 0.001014 0.002021
k99 k367 0.001014 0.002021
k99 k368 0.001014 0.002021
k99 k369 0.001014 0.002021
k99 k370 0.001014 0.002021
k99 k371 0.001014 0.002021
k99 k372 0.001014 0.002021
k99 k373 0.001014 0.002021
k99 k374 0.001014 0.002021
k99 k375 0.001014 0.002021
k99 k376 0.001014 0.002021
k99 k377 0.001014 0.002021
k99 k378 0.001014 0.002021
k99 k379 0.001014 0.002021
k99 k380 0.001014 0.002021
k99 k381 0.001014 0.002021
k99 k382 0.001014 0.002021
k99 k383 0.001014 0.002021
k99 k384 0.001014 0.002021
k99 k385 0.001014 0.002021
k99 k386 0.001014 0.002021
k99 k387 0.001014 0.002021
k99 k388 0.001014 0.002021
k99 k389 0.001014 0.002021
k99 k390 0.001014 0.002021
k99 k391 0.001014 0.002021
k99 k392 0.001014 0.002021
k99 k393 0.001014 0.002021
k99 k394 0.001014 0.002021
k99 k395 0.001014 0.002021
k99 k396 0.001013 0.002020
k99 k397 0.001014 0.002021
k99 k398 0.001014 0.002021
k99 k399 0.001014 0.002021
k99 k400 0.001014 0.002021
k99 k401 0.001014 0.002021
k99 k402 0.001014 0.002021
k99 k403 0.001014 0.002021
k99 k404 0.001014 0.002021
k99 k405 0.001014 0.002021
k100 k101 0.001011 0.002022
k100 k102 0.001011 0.002021
k100 k103 0.001011 0.002021
k100 k104 0.001021 0.002043
k100 k105 0.000988 0.001976
k100 k106 0.001018 0.002036
k100 k107 0.001010 0.002021
k100 k108 0.001012 0.002024
k100 k109 0.001020 0.002040
k100 k110 0.001011 0.002021
k100 k111 0.001011 0.002021
k100 k112 0.001011 0.002021
k100 k113 0.001011 0.002021
k100 k114 0.001011 0.002021
k100 k115 0.001013 0.002026
k100 k116 0.001011 0.002021
k100 k117 0.001011 0.002022
k100 k118 0.001004 0.002007
k100 k119 0.001001 0.002001
k100 k120 0.001011 0.002021
k100 k121 0.001011 0.002021
k100 k122 0.001011 0.002021
k100 k123 0.001011 0.002021
k100 k124 0.001011 0.002021
k100 k125 0.001011 0.002021
k100 k126 0.001011 0.002021
k100 k127 0.001011 0.002021
k100 k128 0.001011 0.002021
k100 k129 0.001010 0.002021
k100 k130 0.001011 0.002021
k100 k131 0.001011 0.002021
k100 k132 0.001011 0.002021
k100 k133 0.001011 0.002021
k100 k134 0.001011 0.002021
k100 k135 0.001011 0.002021
k100 k136 0.001011 0.002021
k100 k137 0.001011 0.002022
k100 k138 0.001011 0.002022
k100 k139 0.001020 0.002040
k100 k140 0.001020 0.002039
k100 k141 0.001011 0.002021
k100 k142 0.001011 0.002021
k100 k143 0.001011 0.002021
k100 k144 0.001011 0.002021
k100 k145 0.001011 0.002021
k100 k146 0.001011 0.002021
k100 k147 0.001011 0.002021
k100 k148 0.001011 0.002021
k100 k149 0.001011 0.002022
k100 k150 0.001015 0.002030
k100 k151 0.001011 0.002021
k100 k152 0.001011 0.002021
k100 k153 0.001011 0.002021
k100 k154 0.001011 0.002021
k100 k155 0.001011 0.002021
k100 k156 0.001011 0.002021
k100 k157 0.001011 0.002021
k100 k158 0.001011 0.002021
k100 k159 0.001011 0.002021
k100 k160 0.001012 0.002023
k100 k161 0.001011 0.002022
k100 k162 0.001011 0.002021
k100 k163 0.001011 0.002021
k100 k164 0.001011 0.002021
k100 k165 0.001011 0.002021
k100 k166 0.001011 0.002021
k100 k167 0.001011 0.002021
k100 k168 0.001011 0.002021
k100 k169 0.001011 0.002021
k100 k170 0.001011 0.002021
k100 k171 0.001012 0.002024
k100 k172 0.001011 0.002021
k100 k173 0.001011 0.002021
k100 k174 0.001011 0.002021
k100 k175 0.001011 0.002021
k100 k176 0.001011 0.002021
k100 k177 0.001011 0.002021
k100 k178 0.001010 0.002020
k100 k179 0.001014 0.002027
k100 k180 0.001011 0.002021
k100 k181 0.000971 0.001943
k100 k182 0.001011 0.002021
k100 k183 0.001011 0.002021
k100 k184 0.001011 0.002021
k100 k185 0.001011 0.002021
k100 k186 0.001011 0.002022
k100 k187 0.001011 0.002021
k100 k188 0.001011 0.002021
k100 k189 0.001011 0.002021
k100 k190 0.001011 0.002021
k100 k191 0.001009 0.002018
k100 k192 0.001017 0.002033
k100 k193 0.001021 0.002041
k100 k194 0.001011 0.002021
k100 k195 0.001011 0.002021
k100 k196 0.001011 0.002021
k100 k197 0.001011 0.002021
k100 k198 0.001011 0.002021
k100 k199 0.001011 0.002022
k100 k200 0.001011 0.002021
k100 k201 0.001011 0.002021
k100 k202 0.001011 0.002021
k100 k203 0.000968 0.001936
k100 k204 0.001011 0.002022
k100 k205 0.001011 0.002022
k100 k206 0.001011 0.002021
k100 k207 0.001012 0.002024
k100 k208 0.001011 0.002022
k100 k209 0.001011 0.002021
k100 k210 0.001011 0.002022
k100 k211 0.001011 0.002021
k100 k212 0.001008 0.002015
k100 k213 0.001017 0.002034
k100 k214 0.001010 0.002020
k100 k215 0.001011 0.002021
k100 k216 0.001011 0.002021
k100 k217 0.001011 0.002021
k100 k218 0.001011 0.002021
k100 k219 0.001011 0.002021
k100 k220 0.001011 0.002021
k100 k221 0.001011 0.002021
k100 k222 0.001011 0.002021
k100 k223 0.001015 0.002029
k100 k224 0.001010 0.002021
k100 k225 0.001011 0.002022
k100 k226 0.001011 0.002021
k100 k227 0.001011 0.002021
k100 k228 0.001011 0.002021
k100 k229 0.001011 0.002021
k100 k230 0.001011 0.002021
k100 k231 0.001011 0.002021
k100 k232 0.001011 0.002021
k100 k233 0.001011 0.002022
k100 k234 0.001012 0.002025
k100 k235 0.001011 0.002022
k100 k236 0.001011 0.002021
k100 k237 0.001011 0.002021
k100 k238 0.001011 0.002021
k100 k239 0.001011 0.002021
k100 k240 0.001011 0.002021
k100 k241 0.001011 0.002021
k100 k242 0.001011 0.002022
k100 k243 0.001011 0.002021
k100 k244 0.001010 0.002021
k100 k245 0.001011 0.002021
k100 k246 0.001011 0.002021
k100 k247 0.001011 0.002021
k100 k248 0.001011 0.002021
k100 k249 0.001011 0.002021
k100 k250 0.001011 0.002021
k100 k251 0.001011 0.002021
k100 k252 0.001011 0.002021
k100 k253 0.001011 0.002021
k100 k254 0.001011 0.002021
k100 k255 0.001011 0.002022
k100 k256 0.001011 0.002021
k100 k257 0.001011 0.002021
k100 k258 0.001011 0.002021
k100 k259 0.001011 0.002021
k100 k260 0.001011 0.002021
k100 k261 0.001011 0.002021
k100 k262 0.001011 0.002021
k100 k263 0.001011 0.002021
